fecha,prov_residencia_persona_en_situacion_violencia,genero_persona_en_situacion_de_violencia,edad_persona_en_situacion_de_violencia,pais_nacimiento_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,modalidad_de_violencia_institucional,modalidad_de_violencia_laboral,modalidad_violencia_contra_libertad_reproductiva,modalidad_de_violencia_obstetrica,modalidad_de_violencia_mediatica,modalidad_de_violencia_otras,vinculo_con_la_persona_agresora,genero_de_la_persona_agresora
2020-01-01,Tucumán,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,39,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Buenos Aires,Mujer,22,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Buenos Aires,Mujer,53,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,38,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,23,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Santiago Del Estero,Mujer,25,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Santa Fe,Mujer,24,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Santa Fe,Mujer,,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,San Juan,Mujer,21,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Catamarca,Mujer,22,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
2020-01-01,Neuquén,Mujer,39,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
2020-01-01,Mendoza,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Córdoba,Mujer,42,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Tucumán,Mujer,34,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Río Negro,Mujer,62,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon
2020-01-01,Tucumán,Mujer,22,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,40,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Mendoza,Mujer,,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Ciudad Autónoma de Buenos Aires,Mujer,29,Boliviana,Si,No,No,No,No,Si,No,No,No,No,No,No,Pareja,
2020-01-01,Buenos Aires,Mujer,42,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Salta,Mujer,23,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Buenos Aires,Mujer,25,Paraguaya,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Santa Fe,Mujer,39,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Tucumán,Mujer,22,Argentina,Si,Si,Si,No,No,No,No,No,No,No,No,No,Otro,
2020-01-01,Entre Ríos,Mujer,23,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Buenos Aires,Mujer,22,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Ciudad Autónoma de Buenos Aires,Mujer,25,Venezolana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,34,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Córdoba,Mujer,20,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,31,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Ciudad Autónoma de Buenos Aires,Mujer,35,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Buenos Aires,Mujer,42,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Buenos Aires,Mujer,40,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
2020-01-01,Buenos Aires,Mujer,23,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Ciudad Autónoma de Buenos Aires,Mujer,20,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
2020-01-01,Entre Ríos,Mujer,68,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Santa Fe,Mujer,24,Argentina,No,Si,Si,No,No,No,No,No,No,No,No,No,Otro,Varon
2020-01-01,Buenos Aires,Mujer,16,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,
2020-01-01,Buenos Aires,Mujer,41,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Tucumán,Mujer,38,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Ciudad Autónoma de Buenos Aires,Mujer,23,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
2020-01-01,Buenos Aires,Mujer,22,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Salta,Mujer,22,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Santa Fe,Mujer,42,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,
2020-01-01,Ciudad Autónoma de Buenos Aires,Mujer,34,Argentina,Si,Si,Si,No,No,No,No,Si,No,No,No,No,Superior jerarquico,Varon
2020-01-01,Buenos Aires,Mujer,31,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Ciudad Autónoma de Buenos Aires,Mujer,42,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
2020-01-01,Buenos Aires,Mujer,,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Buenos Aires,Mujer,,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,38,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Buenos Aires,Mujer,,,Si,Si,No,No,Si,No,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,48,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Buenos Aires,Mujer,19,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,67,Paraguaya,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,18,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Otro
2020-01-01,Buenos Aires,Mujer,,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,39,,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,43,Paraguaya,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,22,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,34,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,,Paraguaya,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,33,,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,23,Argentina,Si,Si,No,Si,Si,Si,Si,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,20,,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Buenos Aires,Mujer,,Dominicana,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,23,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,24,Argentina,Si,Si,Si,No,Si,No,No,No,No,No,No,No,Otro,Varon
2020-01-01,Buenos Aires,Mujer,26,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,75,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,43,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,51,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Buenos Aires,Mujer,61,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,48,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,27,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Buenos Aires,Mujer,,,Si,No,No,No,No,No,No,No,No,No,No,No,Pareja,Varon
2020-01-01,Buenos Aires,Mujer,29,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Buenos Aires,Mujer,42,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-01,Buenos Aires,Mujer,39,,No,Si,No,Si,No,No,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Salta,Mujer,17,,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
2020-01-02,Buenos Aires,Mujer,33,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,
2020-01-02,Tucumán,Mujer,28,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Mendoza,Mujer,23,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,40,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Salta,Mujer,24,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,45,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Tucumán,Mujer,30,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Jujuy,Mujer,37,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
2020-01-02,Buenos Aires,Mujer,25,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,55,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Chaco,Mujer,28,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,32,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,38,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,29,Peruana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Chaco,Mujer,41,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Santa Fe,Mujer,39,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,18,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Otro,Varon
2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Entre Ríos,Mujer,48,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Mendoza,Mujer,53,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Mendoza,Mujer,56,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,37,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Padre o tutor,
2020-01-02,Buenos Aires,Mujer,28,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,32,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,67,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,
2020-01-02,Córdoba,Mujer,38,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,32,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Santiago Del Estero,Mujer,24,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,29,Argentina,No,No,Si,No,No,No,No,No,No,No,No,No,Otro,Varon
2020-01-02,Santa Fe,Mujer,20,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Salta,Mujer,26,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Jujuy,Mujer,37,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,73,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,41,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Tucumán,Mujer,30,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Santa Fe,Mujer,23,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Santa Fe,Mujer,24,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Santa Fe,Mujer,33,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,21,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,48,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Mendoza,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,34,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Mendoza,Mujer,25,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,San Juan,Mujer,40,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Tucumán,Mujer,36,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Santiago Del Estero,Mujer,35,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,34,Venezolana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,35,Paraguaya,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Mendoza,Mujer,23,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,21,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,,,No,No,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,,,No,No,No,No,No,No,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,45,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,20,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,29,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,32,,No,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,41,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,59,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,37,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,32,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,42,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,32,Argentina,Si,Si,No,No,Si,No,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,46,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,19,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,50,Boliviana,Si,Si,No,No,Si,No,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,31,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,42,Argentina,No,Si,No,No,Si,No,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,61,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,39,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,27,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,41,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,37,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,31,,No,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,46,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,38,Argentina,No,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,39,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,53,Argentina,Si,No,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,36,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,66,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,80,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
2020-01-02,Buenos Aires,Mujer,65,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
2020-01-02,Buenos Aires,Mujer,62,,No,Si,Si,No,Si,No,No,No,No,No,No,No,Ex pareja,Varon
2020-01-02,Buenos Aires,Mujer,70,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-02,Buenos Aires,Mujer,83,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
2020-01-02,Buenos Aires,Mujer,28,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
2020-01-02,Buenos Aires,Mujer,44,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-03,Córdoba,Mujer,24,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Córdoba,Mujer,35,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Buenos Aires,Mujer,59,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,37,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,37,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,30,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-03,Buenos Aires,Mujer,29,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Mendoza,Mujer,30,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Mendoza,Mujer,49,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-03,Mendoza,Mujer,42,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-03,Buenos Aires,Mujer,42,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Tucumán,Mujer,25,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,28,Colombiana,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Buenos Aires,Mujer,37,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,41,Peruana,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Salta,Mujer,23,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Buenos Aires,Mujer,36,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Córdoba,Mujer,30,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Buenos Aires,Mujer,41,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Salta,Mujer,57,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,26,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-03,Buenos Aires,Mujer,26,Peruana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,29,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Salta,Mujer,27,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Buenos Aires,Mujer,24,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Buenos Aires,Mujer,45,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-03,Buenos Aires,Mujer,35,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-03,Buenos Aires,Mujer,27,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,16,,No,No,Si,No,Si,No,No,No,No,No,No,No,Otro,Varon
2020-01-03,Santa Fe,Mujer,,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-03,Mendoza,Mujer,23,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-03,Buenos Aires,Mujer,30,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2020-01-03,Buenos Aires,Mujer,48,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2020-01-03,Buenos Aires,Mujer,45,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
